,cancer_type,cellosaurus_id,standard_drug_name,dataset,info,IC50,IC90,EC50,Einf,AUC
16161,kidney,TK-10,S-Trityl-L-cysteine,All,GDSC1,2.62458,4.94445,1.27833,0.436779,7.57134
16162,kidney,TK-10,Sabutoclax,All,GDSC2,1.89292,7.2912,0.0491571,0.641444,24.5355
16163,kidney,TK-10,Salubrinal,All,GDSC1,5.84709,11.284,1.7585,0.321594,11.4285
16164,kidney,TK-10,Sapitinib,All,GDSC2,4.88885,21.8714,-4.68152,0.449491,29.3637
16165,kidney,TK-10,Saracatinib,All,GDSC1,-0.0602446,1.43219,-0.298365,0.826488,14.8708
16166,kidney,TK-10,Savolitinib,All,GDSC2,3.24293,5.20535,-0.630827,0.0258074,0.234338
16167,kidney,TK-10,SB216763,All,GDSC1,4.98723,8.52577,1.94212,0.262299,6.07434
16168,kidney,TK-10,SB505124,All,GDSC1,6.32177,9.43532,3.1767,0.196032,3.42878
16169,kidney,TK-10,SB52334,All,GDSC1,6.11561,9.08459,3.21709,0.209585,3.96059
16170,kidney,TK-10,SB590885,All,GDSC1,5.5503,7.80116,1.59018,0.0410342,0.536311
16171,kidney,TK-10,SCH772984,All,GDSC2,2.24971,7.25393,-0.204513,0.507927,15.9123
16172,kidney,TK-10,Seliciclib,All,GDSC1,5.21,10.4859,1.70183,0.37662,13.5438
16173,kidney,TK-10,Selisistat,All,GDSC1,7.4589,9.50239,3.66147,0.033151,0.391854
16174,kidney,TK-10,Selumetinib,All,"GDSC2,GDSC1",3.94487,11.7867,-0.403164,0.456474,20.0379
16175,kidney,TK-10,Sepantronium bromide,All,"GDSC2,GDSC1",-0.71914,1.37428,-0.746167,0.985817,40.67
16176,kidney,TK-10,Serdemetan,All,GDSC1,2.60418,5.75136,1.46722,0.622718,17.3419
16177,kidney,TK-10,SGC0946,All,GDSC1,1.83363,3.71004,-1.60727,0.0349555,0.379792
16178,kidney,TK-10,Shikonin,All,GDSC1,0.155378,1.47746,0.153361,0.998324,48.0629
16179,kidney,TK-10,Sinularin,All,GDSC2,4.15319,6.765,0.694422,0.103349,1.30097
16180,kidney,TK-10,SL0101,All,GDSC1,4.38454,7.0704,2.242,0.295402,5.34069
16181,kidney,TK-10,SN-38,All,GDSC1,-4.30026,0.455636,-6.07726,0.611112,22.1305
16182,kidney,TK-10,SNX-2112,All,GDSC1,-0.450376,12.0549,-5.56445,0.578693,40.8432
16183,kidney,TK-10,Sorafenib,All,"GDSC2,GDSC1",4.19685,6.10107,2.57616,0.267069,2.70212
16184,kidney,TK-10,Sphingosine Kinase 1 Inhibitor II,All,GDSC1,4.52736,6.34722,0.773088,0.0212736,0.222612
16185,kidney,TK-10,Staurosporine,All,GDSC2,-6.74145,15.0899,-13.2105,0.685495,59.1848
16186,kidney,TK-10,STF-62247,All,GDSC1,6.30895,8.71851,2.5595,0.0634117,0.8974
16187,kidney,TK-10,SU11274,All,GDSC1,4.49396,7.15991,2.29822,0.281351,5.00265
16188,kidney,TK-10,Sunitinib,All,GDSC1,2.41878,4.02918,1.94644,0.688479,10.6847
16189,kidney,TK-10,T0901317,All,GDSC1,5.68623,7.69174,2.68861,0.0722375,0.855331
16190,kidney,TK-10,TAF1_5496,All,GDSC2,4.98865,8.35369,2.02203,0.251939,4.45336
16191,kidney,TK-10,TAK-715,All,GDSC1,5.40118,8.72088,2.94388,0.328644,6.69273
16192,kidney,TK-10,Talazoparib,All,"GDSC2,GDSC1",4.69954,9.15063,1.46039,0.336252,8.25676
16193,kidney,TK-10,Tamoxifen,All,"GDSC2,GDSC1",5.65434,8.32075,2.39509,0.127639,1.66245
16194,kidney,TK-10,Tanespimycin,All,GDSC1,-2.26083,3.66825,-3.94309,0.698008,36.5884
16195,kidney,TK-10,TANK_1366,All,GDSC1,3.27535,6.43694,0.15043,0.204634,4.1002
16196,kidney,TK-10,Taselisib,All,GDSC2,3.51971,9.40766,0.442273,0.481557,15.272
16197,kidney,TK-10,Telomerase Inhibitor IX,All,GDSC2,2.79493,7.19163,0.93207,0.565463,16.5577
16198,kidney,TK-10,Temozolomide,All,"GDSC2,GDSC1",7.14075,9.39113,4.14072,0.101461,1.0995
16199,kidney,TK-10,Temsirolimus,All,GDSC1,-0.733434,9.80256,-7.11659,0.417931,24.8265
16200,kidney,TK-10,Teniposide,All,GDSC2,0.567928,5.09349,-1.07525,0.620998,19.7868
16201,kidney,TK-10,Tenovin-6,All,GDSC1,2.96201,4.58633,2.75801,0.862898,18.3605
16202,kidney,TK-10,TGX221,All,GDSC1,4.875,9.98321,1.1799,0.338938,11.555
16203,kidney,TK-10,Thapsigargin,All,GDSC1,-5.10748,1.02452,-6.15103,0.815185,51.0888
16204,kidney,TK-10,THZ-2-102-1,All,GDSC1,-0.793251,3.95173,-2.00303,0.727001,33.3325
16205,kidney,TK-10,THZ-2-49,All,GDSC1,4.13916,5.94557,3.35318,0.55535,8.32813
16206,kidney,TK-10,Tipifarnib,All,GDSC1,2.28454,7.69526,0.581929,0.667439,31.5788
16207,kidney,TK-10,Tivozanib,All,GDSC1,0.552581,2.92766,-3.73569,0.0371512,0.511223
16208,kidney,TK-10,TL-1-85,All,GDSC1,3.51181,5.29999,2.5107,0.452328,6.12448
16209,kidney,TK-10,TL-2-105,All,GDSC1,6.13599,8.32317,2.63613,0.0577253,0.65755
16210,kidney,TK-10,Topotecan,All,GDSC2,1.48953,4.58109,0.00664848,0.51695,10.2613
16211,kidney,TK-10,Torin 2,All,GDSC1,-2.28148,4.08113,-2.82025,0.907239,68.6629
16212,kidney,TK-10,Tozasertib,All,GDSC1,1.65424,9.64258,-2.7889,0.455133,23.5741
16213,kidney,TK-10,TPCA-1,All,GDSC1,2.78612,6.11302,1.9603,0.733863,24.7912
16214,kidney,TK-10,Trametinib,All,"GDSC2,GDSC1",0.0746087,11.0619,-5.46888,0.49627,28.0863
16215,kidney,TK-10,Tretinoin,All,GDSC1,6.07005,8.26059,2.59972,0.0597202,0.767121
16216,kidney,TK-10,Trichostatin A,All,GDSC1,-1.31707,0.562378,-1.61221,0.829171,18.8896
16217,kidney,TK-10,TTK_3146,All,GDSC1,2.69546,4.61438,2.1006,0.672018,12.1676
16218,kidney,TK-10,Tubastatin A,All,GDSC1,7.42002,9.93902,3.48947,0.0628353,0.929106
16219,kidney,TK-10,TW 37,All,GDSC1,-1.09577,2.82227,-1.55564,0.871763,44.136
16220,kidney,TK-10,TWS119,All,GDSC1,1.94424,3.5042,1.89605,0.966072,30.0242
16221,kidney,TK-10,Ulixertinib,All,GDSC2,3.68713,7.74548,1.40665,0.45073,8.99102
16222,kidney,TK-10,ULK1_4989,All,GDSC2,2.44704,6.63314,1.61219,0.78434,28.9606
16223,kidney,TK-10,UMI-77,All,GDSC2,4.95917,10.6754,0.904073,0.347663,10.8525
16224,kidney,TK-10,UNC0638,All,GDSC1,7.31838,12.5477,3.20664,0.301773,9.23977
16225,kidney,TK-10,UNC0642,All,GDSC1,1.92512,4.22865,-1.75839,0.0578604,0.78068
16226,kidney,TK-10,UNC1215,All,GDSC1,2.95695,5.09782,-0.698517,0.0458785,0.571837
16227,kidney,TK-10,Uprosertib,All,GDSC2,4.35394,10.3268,0.637974,0.406212,13.7454
16228,kidney,TK-10,VE-822,All,GDSC2,2.42202,4.76932,1.18061,0.476594,6.93958
16229,kidney,TK-10,VE821,All,GDSC2,4.44498,7.08377,2.27426,0.281886,3.98949
16230,kidney,TK-10,Veliparib,All,GDSC1,5.23404,7.4149,1.6079,0.0504993,0.642704
16231,kidney,TK-10,Venetoclax,All,GDSC2,2.53253,10.2378,-3.19312,0.326914,12.9484
16232,kidney,TK-10,Venotoclax,All,GDSC1,1.24265,3.33482,-2.64203,0.0332614,0.402531
16233,kidney,TK-10,Vinblastine,All,"GDSC2,GDSC1",-4.45877,0.201196,-6.10197,0.63089,20.883
16234,kidney,TK-10,Vincristine,All,GDSC2,2.64429,12.1494,-2.84246,0.439084,21.831
16235,kidney,TK-10,Vinorelbine,All,"GDSC2,GDSC1",-2.20972,4.47058,-6.33456,0.409552,15.287
16236,kidney,TK-10,Vismodegib,All,GDSC1,4.83206,7.64619,2.25097,0.235217,4.28362
16237,kidney,TK-10,VNLG-124,All,GDSC1,5.37191,8.41008,1.32176,0.101467,1.84326
16238,kidney,TK-10,Vorinostat,All,"GDSC2,GDSC1",2.08131,4.09571,1.69936,0.794655,14.5637
16239,kidney,TK-10,Voxtalisib,All,GDSC1,7.0868,8.94281,3.72057,0.0365025,0.392602
16240,kidney,TK-10,VSP34_8731,All,GDSC2,3.36225,4.80126,3.24881,0.913608,16.0944
16241,kidney,TK-10,VX-11e,All,"GDSC2,GDSC1",3.5896,8.50414,0.950375,0.470117,14.025
16242,kidney,TK-10,VX-702,All,GDSC1,3.54869,5.81095,0.243914,0.0775993,1.03912
16243,kidney,TK-10,Wee1 Inhibitor,All,"GDSC2,GDSC1",3.57551,5.65481,2.35949,0.433407,5.20843
16244,kidney,TK-10,WEHI-539,All,GDSC2,4.85287,13.0531,-0.334176,0.398861,17.3779
16245,kidney,TK-10,WH-4-023,All,GDSC1,-0.113351,5.44957,-1.53609,0.726193,37.6188
16246,kidney,TK-10,WHI-P97,All,GDSC1,4.77936,10.2405,1.01587,0.360633,13.2028
16247,kidney,TK-10,WIKI4,All,GDSC2,6.14977,13.4113,0.394363,0.298247,11.0621
16248,kidney,TK-10,Wnt-C59,All,"GDSC2,GDSC1",6.24498,13.5277,0.400885,0.292786,10.8476
16249,kidney,TK-10,WYE-125132,All,GDSC1,-0.613833,7.08218,-2.35477,0.756472,49.8063
16250,kidney,TK-10,WZ-1-84,All,GDSC1,4.6792,8.29736,1.88205,0.309286,7.54515
16251,kidney,TK-10,WZ3105,All,GDSC1,0.483341,2.15371,-0.43896,0.458268,5.82479
16252,kidney,TK-10,WZ4003,All,GDSC2,4.1645,7.60298,1.83648,0.368558,7.20424
16253,kidney,TK-10,XAV939,All,"GDSC2,GDSC1",6.24509,12.7794,0.750514,0.272308,9.09758
16254,kidney,TK-10,XMD11-85h,All,GDSC1,3.98456,6.33848,2.32382,0.350119,5.76714
16255,kidney,TK-10,XMD13-2,All,GDSC1,3.59235,5.17211,2.63671,0.418597,4.8738
16256,kidney,TK-10,XMD14-99,All,GDSC1,5.29568,7.40911,2.62744,0.117489,1.50232
16257,kidney,TK-10,XMD15-27,All,GDSC1,5.74652,7.97432,2.60647,0.0864655,1.14571
16258,kidney,TK-10,XMD8-85,All,GDSC1,2.8387,4.45797,2.13258,0.554502,7.44829
16259,kidney,TK-10,XMD8-92,All,GDSC1,3.1538,5.42988,2.12476,0.540487,10.0619
16260,kidney,TK-10,Y-39983,All,GDSC1,5.15313,7.87987,3.17896,0.338546,6.39893
16261,kidney,TK-10,YK-4-279,All,GDSC2,4.98726,8.92099,2.55059,0.408148,9.37585
16262,kidney,TK-10,YM201636,All,GDSC1,4.42005,7.97091,1.02504,0.218042,4.92863
16263,kidney,TK-10,Z-LLNle-CHO,All,GDSC1,-0.41122,0.759928,-0.448581,0.964967,22.3296
16264,kidney,TK-10,ZG-10,All,GDSC1,1.52035,4.16937,1.07338,0.816725,25.4829
16265,kidney,TK-10,Zibotentan,All,GDSC1,6.6062,8.88513,3.54721,0.0995367,1.35866
16266,kidney,TK-10,ZM447439,All,GDSC1,2.63099,4.89183,1.0402,0.351321,5.56393
16267,kidney,TK-10,Zoledronate,All,GDSC2,3.78742,6.10311,0.232709,0.0663083,0.725558
16268,kidney,TK-10,ZSTK474,All,GDSC1,0.757434,6.95855,-0.895806,0.715204,36.297
16269,kidney,TUHR10TKB,16-beta-bromoandrosterone,All,CTRP2,6.55776,7.67114,4.84082,0.0653242,0.22764
16270,kidney,TUHR10TKB,"1S,3R-RSL-3",All,CTRP2,-1.36717,-0.425911,-1.36717,1.0,42.7148
16271,kidney,TUHR10TKB,3-Cl-AHPC,All,CTRP2,4.81282,5.80386,4.75755,0.938804,9.01678
16272,kidney,TUHR10TKB,A-804598,All,CTRP2,7.34692,8.69462,5.58362,0.106826,0.46165
16273,kidney,TUHR10TKB,AA-COCF3,All,CTRP2,5.42631,6.32597,5.42505,0.998458,17.6452
16274,kidney,TUHR10TKB,abiraterone,All,CTRP2,5.79003,6.9353,3.71632,0.0367415,0.129864
16275,kidney,TUHR10TKB,AC55649,All,CTRP2,6.59092,8.98983,4.16264,0.19521,1.57965
16276,kidney,TUHR10TKB,AGK-2,All,CTRP2,5.9467,12.8502,1.8656,0.428694,11.5865
16277,kidney,TUHR10TKB,Alisertib,All,CTRP2,5.65322,7.47531,4.98153,0.615787,5.28469
16278,kidney,TUHR10TKB,Alpelisib,All,CTRP2,5.22321,7.88546,4.37399,0.663236,8.78544
16279,kidney,TUHR10TKB,AM-580,All,CTRP2,5.21214,7.37025,5.17343,0.9803,25.6882
16280,kidney,TUHR10TKB,apicidin,All,CTRP2,1.33976,2.75612,1.33566,0.996818,24.6945
16281,kidney,TUHR10TKB,ASN 05257430,All,CTRP2,6.95347,8.17482,4.81223,0.0415869,0.157012
16282,kidney,TUHR10TKB,AT-406,All,CTRP2,1.40417,5.00945,1.22076,0.944169,42.697
16283,kidney,TUHR10TKB,AT7867,All,CTRP2,4.45661,5.16741,4.45187,0.992668,22.7563
16284,kidney,TUHR10TKB,avrainvillamide,All,CTRP2,3.73201,4.3639,3.72607,0.989681,8.76318
16285,kidney,TUHR10TKB,Axitinib,All,CTRP2,6.52051,8.46706,5.20328,0.368784,5.83044
16286,kidney,TUHR10TKB,AZ-3146,All,CTRP2,7.85937,20.8828,0.0781907,0.42404,19.5409
16287,kidney,TUHR10TKB,azacitidine,All,CTRP2,5.01068,6.69324,4.69078,0.794115,17.3148
16288,kidney,TUHR10TKB,AZD-7545,All,CTRP2,6.64248,11.0066,4.16149,0.445711,7.82146
16289,kidney,TUHR10TKB,AZD4547,All,CTRP2,4.97532,6.42733,4.75453,0.834485,7.91894
16290,kidney,TUHR10TKB,AZD6482,All,CTRP2,6.11427,7.74291,5.25264,0.476451,3.19561
16291,kidney,TUHR10TKB,AZD8055,All,CTRP2,6.39264,8.04752,5.31616,0.386421,2.45087
16292,kidney,TUHR10TKB,B02,All,CTRP2,6.10871,7.33016,5.92702,0.838018,14.4095
16293,kidney,TUHR10TKB,barasertib,All,CTRP2,5.90389,6.9464,3.75346,0.0212823,0.0781929
16294,kidney,TUHR10TKB,Bax channel blocker,All,CTRP2,3.37185,4.2049,3.36276,0.988008,11.1732
16295,kidney,TUHR10TKB,bendamustine,All,CTRP2,7.21771,8.6259,5.55075,0.13815,0.6348
16296,kidney,TUHR10TKB,betulinic acid,All,CTRP2,4.75297,27.048,-5.55213,0.531775,35.7411
16297,kidney,TUHR10TKB,Bexarotene,All,CTRP2,7.84666,8.99793,5.67287,0.0310782,0.110207
16298,kidney,TUHR10TKB,BI-2536,All,CTRP2,5.15462,7.77671,3.76897,0.476924,5.15204
16299,kidney,TUHR10TKB,BIBR-1532,All,CTRP2,9.56024,10.6242,7.72998,0.0446418,0.147189
16300,kidney,TUHR10TKB,birinapant,All,CTRP2,-0.76701,2.75926,-0.812413,0.985856,45.4664
16301,kidney,TUHR10TKB,BIX-01294,All,CTRP2,3.75741,4.49494,3.7432,0.978837,8.62189
16302,kidney,TUHR10TKB,bleomycin A2,All,CTRP2,6.13616,9.54498,4.36997,0.485217,6.86247
16303,kidney,TUHR10TKB,BMS-195614,All,CTRP2,5.97398,6.75955,5.62656,0.549081,1.89713
16304,kidney,TUHR10TKB,BMS-270394,All,CTRP2,7.19,8.93154,5.40671,0.190718,1.1174
16305,kidney,TUHR10TKB,BMS-345541,All,CTRP2,3.92075,6.12336,3.70476,0.892684,14.9062
16306,kidney,TUHR10TKB,BMS-536924,All,CTRP2,-1.4648,5.22311,-2.07808,0.899596,45.268
16307,kidney,TUHR10TKB,BMS-754807,All,CTRP2,3.63216,6.20477,3.08282,0.76962,11.451
16308,kidney,TUHR10TKB,Bortezomib,All,CTRP2,-4.34593,-2.21843,-4.71888,0.809764,22.8402
16309,kidney,TUHR10TKB,Bosutinib,All,CTRP2,3.43954,4.24436,3.43894,0.999185,17.3559
16310,kidney,TUHR10TKB,BRD-A02303741,All,CTRP2,7.32969,8.57161,5.37161,0.060692,0.236221
16311,kidney,TUHR10TKB,BRD-A02303741:carboplatin (1:1 mol/mol),All,CTRP2,7.27077,8.60876,5.58297,0.117749,0.508245
16312,kidney,TUHR10TKB,BRD-A02303741:navitoclax (2:1 mol/mol),All,CTRP2,-0.224633,2.0849,-0.23251,0.996253,39.0841
16313,kidney,TUHR10TKB,BRD-A71883111,All,CTRP2,6.7238,8.42628,4.4642,0.102712,0.559455
16314,kidney,TUHR10TKB,BRD-A94377914,All,CTRP2,4.34978,5.54315,4.10941,0.782266,5.51619
16315,kidney,TUHR10TKB,BRD-K02251932,All,CTRP2,6.77841,15.5388,1.89416,0.454104,20.0649
16316,kidney,TUHR10TKB,BRD-K02492147,All,CTRP2,8.17672,17.9646,1.75447,0.382565,13.6839
16317,kidney,TUHR10TKB,BRD-K03536150,All,CTRP2,7.44275,8.83052,5.57301,0.0985012,0.436336
16318,kidney,TUHR10TKB,BRD-K03911514,All,CTRP2,7.62313,8.75745,5.67457,0.0448705,0.157895
16319,kidney,TUHR10TKB,BRD-K04800985,All,CTRP2,7.42093,11.5992,4.31351,0.326539,5.77853
16320,kidney,TUHR10TKB,BRD-K07442505,All,CTRP2,7.19153,8.39013,5.63395,0.108815,0.418675
16321,kidney,TUHR10TKB,BRD-K09344309,All,CTRP2,5.67437,7.0089,3.6446,0.0683217,0.305852
16322,kidney,TUHR10TKB,BRD-K09587429,All,CTRP2,7.34725,8.86392,5.51555,0.131535,0.64854
16323,kidney,TUHR10TKB,BRD-K11533227,All,CTRP2,7.30171,8.66494,5.57475,0.116447,0.511731
16324,kidney,TUHR10TKB,BRD-K13999467,All,CTRP2,6.08745,6.9725,5.61572,0.473301,1.72048
16325,kidney,TUHR10TKB,BRD-K14844214,All,CTRP2,7.12579,15.4713,2.19904,0.429299,13.8297
16326,kidney,TUHR10TKB,BRD-K16147474,All,CTRP2,7.67247,9.08742,5.57283,0.073906,0.329402
16327,kidney,TUHR10TKB,BRD-K17060750,All,CTRP2,6.90894,15.1658,2.18262,0.442737,14.275
16328,kidney,TUHR10TKB,BRD-K19103580,All,CTRP2,5.99503,7.20551,5.4222,0.522387,2.71217
16329,kidney,TUHR10TKB,BRD-K20514654,All,CTRP2,6.47772,7.87172,4.57234,0.0945584,0.449818
16330,kidney,TUHR10TKB,BRD-K24690302,All,CTRP2,6.92379,8.0918,5.62739,0.160529,0.619702
16331,kidney,TUHR10TKB,BRD-K26531177,All,CTRP2,4.65628,5.55702,4.65619,0.999883,24.7171
16332,kidney,TUHR10TKB,BRD-K27188169,All,CTRP2,6.81638,8.64286,5.31835,0.283192,1.84387
16333,kidney,TUHR10TKB,BRD-K27188169:navitoclax (2:1 mol/mol),All,CTRP2,-4.60632,-0.473337,-4.62242,0.995719,71.4524
16334,kidney,TUHR10TKB,BRD-K28456706,All,CTRP2,7.46604,8.52175,5.69905,0.0493217,0.161906
16335,kidney,TUHR10TKB,BRD-K29313308,All,CTRP2,7.8205,8.93382,5.68563,0.029162,0.0999048
16336,kidney,TUHR10TKB,BRD-K33199242,All,CTRP2,6.87811,9.80524,4.80529,0.348458,3.80222
16337,kidney,TUHR10TKB,BRD-K34222889,All,CTRP2,2.49297,3.50138,2.49257,0.999564,23.6614
16338,kidney,TUHR10TKB,BRD-K35604418,All,CTRP2,6.20979,7.92633,5.23746,0.447268,3.08576
16339,kidney,TUHR10TKB,BRD-K37390332,All,CTRP2,5.82871,7.41677,4.43061,0.252529,1.40149
16340,kidney,TUHR10TKB,BRD-K41597374,All,CTRP2,5.32994,6.26338,5.19555,0.843136,5.24269
16341,kidney,TUHR10TKB,BRD-K45681478,All,CTRP2,5.02599,6.00767,4.94279,0.907158,7.07478
16342,kidney,TUHR10TKB,BRD-K50799972,All,CTRP2,11.1694,29.3113,-1.64434,0.349622,19.0614
16343,kidney,TUHR10TKB,BRD-K51490254,All,CTRP2,7.53135,8.65385,5.67656,0.0516319,0.18043
16344,kidney,TUHR10TKB,BRD-K52037352,All,CTRP2,6.78703,11.7178,3.80031,0.418015,8.07954
16345,kidney,TUHR10TKB,BRD-K55116708,All,CTRP2,5.17035,11.5841,2.51623,0.574303,16.4554
16346,kidney,TUHR10TKB,BRD-K55473186,All,CTRP2,7.28621,8.45566,5.65027,0.0884118,0.328229
16347,kidney,TUHR10TKB,BRD-K61166597,All,CTRP2,8.54506,17.2872,2.34594,0.347849,11.008
16348,kidney,TUHR10TKB,BRD-K63431240,All,CTRP2,-0.754781,5.77914,-1.30502,0.907746,46.0002
16349,kidney,TUHR10TKB,BRD-K66453893,All,CTRP2,6.1827,14.0055,2.17848,0.49029,15.6505
16350,kidney,TUHR10TKB,BRD-K66532283,All,CTRP2,7.49118,14.2576,3.07226,0.384662,9.86458
16351,kidney,TUHR10TKB,BRD-K70511574,All,CTRP2,0.268705,4.91186,0.0103845,0.938955,39.1882
16352,kidney,TUHR10TKB,BRD-K71781559,All,CTRP2,8.86462,24.8208,-1.10963,0.404113,21.0626
16353,kidney,TUHR10TKB,BRD-K71935468,All,CTRP2,8.07296,9.32881,5.9644,0.0487688,0.190274
16354,kidney,TUHR10TKB,BRD-K79669418,All,CTRP2,7.26183,8.47758,5.63104,0.099727,0.387268
16355,kidney,TUHR10TKB,BRD-K80183349,All,CTRP2,7.7443,8.91232,5.66517,0.0392501,0.141807
16356,kidney,TUHR10TKB,BRD-K85133207,All,CTRP2,7.32341,8.56786,5.62296,0.0946383,0.375138
16357,kidney,TUHR10TKB,BRD-K88742110,All,CTRP2,7.59188,8.8412,5.63188,0.0617088,0.241278
16358,kidney,TUHR10TKB,BRD-K92856060,All,CTRP2,5.13107,6.66162,4.30684,0.468931,2.93694
16359,kidney,TUHR10TKB,BRD-K94991378,All,CTRP2,7.33909,8.69446,5.886,0.17324,0.781359
16360,kidney,TUHR10TKB,BRD-K97651142,All,CTRP2,5.69122,6.73914,5.3718,0.677108,3.59181
16361,kidney,TUHR10TKB,BRD-K99584050,All,CTRP2,6.94436,8.62826,5.40307,0.236077,1.37491
16362,kidney,TUHR10TKB,BRD-M00053801,All,CTRP2,3.6221,4.56867,3.619,0.996398,16.148
16363,kidney,TUHR10TKB,BRD1812,All,CTRP2,6.31982,8.09247,5.23985,0.415471,2.886
16364,kidney,TUHR10TKB,BRD1835,All,CTRP2,8.23781,9.78015,6.47628,0.150394,0.765129
16365,kidney,TUHR10TKB,BRD4132,All,CTRP2,9.26815,10.4806,6.9314,0.0285525,0.106599
16366,kidney,TUHR10TKB,BRD55319,All,CTRP2,4.11168,5.0546,4.04987,0.928114,7.51304
16367,kidney,TUHR10TKB,BRD6340,All,CTRP2,5.65219,6.76382,4.62283,0.231235,0.886354
16368,kidney,TUHR10TKB,BRD6430,All,CTRP2,6.55725,7.95912,4.57304,0.0853986,0.517288
16369,kidney,TUHR10TKB,BRD8899,All,CTRP2,6.56883,7.68795,4.67874,0.0477437,0.166002
16370,kidney,TUHR10TKB,BRD8958,All,CTRP2,7.28292,8.27018,5.7189,0.0597229,0.184337
16371,kidney,TUHR10TKB,BRD9647,All,CTRP2,5.72567,10.0136,3.10221,0.4136,6.93529
16372,kidney,TUHR10TKB,brivanib,All,CTRP2,7.43719,8.65729,5.63734,0.0752822,0.289541
16373,kidney,TUHR10TKB,C6-ceramide,All,CTRP2,7.40059,18.5733,0.871175,0.433715,17.9351
16374,kidney,TUHR10TKB,Cabozantinib,All,CTRP2,5.21607,7.22949,4.67241,0.711758,7.59415
16375,kidney,TUHR10TKB,canertinib,All,CTRP2,7.25556,12.0261,3.99293,0.364048,6.53898
16376,kidney,TUHR10TKB,Carboplatin,All,CTRP2,7.67798,8.71858,5.70866,0.0307898,0.0986744
16377,kidney,TUHR10TKB,carboplatin:etoposide (40:17 mol/mol),All,CTRP2,6.68782,11.0939,3.66311,0.362364,5.99756
16378,kidney,TUHR10TKB,carboplatin:UNC0638 (2:1 mol/mol),All,CTRP2,4.90571,6.77077,4.38894,0.704665,6.89042
16379,kidney,TUHR10TKB,CAY10576,All,CTRP2,6.95458,8.85161,5.30728,0.258417,1.71964
16380,kidney,TUHR10TKB,CAY10594,All,CTRP2,4.67629,5.18609,4.67502,0.997259,9.11873
16381,kidney,TUHR10TKB,CAY10618,All,CTRP2,5.96844,9.1357,3.70824,0.345012,4.0634
16382,kidney,TUHR10TKB,CCT036477,All,CTRP2,4.12875,4.86494,4.08778,0.938936,6.24081
16383,kidney,TUHR10TKB,CD-1530,All,CTRP2,8.84636,23.993,0.00509536,0.434235,22.3827
16384,kidney,TUHR10TKB,CD-437,All,CTRP2,4.87651,8.8395,3.11001,0.546018,9.46824
16385,kidney,TUHR10TKB,ceranib-2,All,CTRP2,4.91223,5.66886,4.88743,0.964007,16.3826
16386,kidney,TUHR10TKB,cerulenin,All,CTRP2,6.37402,7.31127,6.2722,0.881209,6.0483
16387,kidney,TUHR10TKB,Ch-55,All,CTRP2,3.66729,6.95127,3.15623,0.83068,17.6817
16388,kidney,TUHR10TKB,CHEMBL374350,All,CTRP2,4.63045,5.0601,4.58826,0.892537,2.90585
16389,kidney,TUHR10TKB,CHIR-99021,All,CTRP2,5.68249,7.8211,4.99007,0.658577,6.96163
16390,kidney,TUHR10TKB,chlorambucil,All,CTRP2,7.61726,8.38416,7.46745,0.788627,3.61029
16391,kidney,TUHR10TKB,CHM-1,All,CTRP2,4.9655,8.76993,2.36392,0.364099,5.22634
16392,kidney,TUHR10TKB,CI-976,All,CTRP2,9.07872,10.268,7.6607,0.135757,0.525631
16393,kidney,TUHR10TKB,ciclosporin,All,CTRP2,6.20468,9.2858,3.79519,0.30419,3.38811
16394,kidney,TUHR10TKB,CID-5951923,All,CTRP2,7.42748,8.41473,5.72273,0.044015,0.134742
16395,kidney,TUHR10TKB,CIL41,All,CTRP2,8.60195,9.75937,6.93411,0.0809165,0.296418
16396,kidney,TUHR10TKB,CIL55,All,CTRP2,2.93262,3.63272,2.78498,0.772384,3.13887
16397,kidney,TUHR10TKB,CIL55A,All,CTRP2,-0.342056,7.28246,-1.23399,0.872185,45.5244
16398,kidney,TUHR10TKB,CIL56,All,CTRP2,0.472004,1.96871,0.162872,0.776906,6.80999
16399,kidney,TUHR10TKB,CIL70,All,CTRP2,6.83331,7.80613,5.00781,0.0318713,0.0954474
16400,kidney,TUHR10TKB,clofarabine,All,CTRP2,7.2665,12.7977,3.62416,0.380961,8.01661
16401,kidney,TUHR10TKB,COL-3,All,CTRP2,2.25847,4.22501,2.23279,0.985657,25.3085
16402,kidney,TUHR10TKB,Compound 1541A,All,CTRP2,6.3347,7.98598,4.60884,0.18283,1.00906
16403,kidney,TUHR10TKB,compound 1B,All,CTRP2,7.13234,10.8575,4.4731,0.344862,5.51548
16404,kidney,TUHR10TKB,Compound 23 citrate,All,CTRP2,4.55649,5.0161,4.51938,0.911531,3.37956
16405,kidney,TUHR10TKB,Compound 7d-cis,All,CTRP2,5.44167,6.78861,4.47707,0.343424,1.71821
16406,kidney,TUHR10TKB,CR-1-31B,All,CTRP2,1.39708,9.48348,-0.646401,0.729294,30.9453
16407,kidney,TUHR10TKB,Crizotinib,All,CTRP2,2.82761,3.99731,2.82508,0.99763,21.4391
16408,kidney,TUHR10TKB,crizotinib:PLX-4032 (2:1 mol/mol),All,CTRP2,2.62639,3.63762,2.62509,0.998581,20.0877
16409,kidney,TUHR10TKB,cucurbitacin I,All,CTRP2,-3.38152,-2.67265,-3.38152,1.0,53.1477
16410,kidney,TUHR10TKB,curcumin,All,CTRP2,3.54128,5.31677,3.52791,0.991731,25.7897
