,id,standard_drug_name,gene,dataset,cancer_type,pvalue,correlation,provided_pvalue,provided_correlation,n_cell_line,provided_n_cell_line
3766,31154768,3-Cl-AHPC,SNRNP40,All,pancan,1.67808e-18,-0.309607,,,767,
3767,31154769,3-Cl-AHPC,SNRNP48,All,pancan,7.51964e-10,-0.219869,,,767,
3768,31154770,3-Cl-AHPC,SNRNP70,All,pancan,4.55841e-14,-0.267842,,,767,
3769,31154771,3-Cl-AHPC,SNRPA,All,pancan,2.03235e-38,-0.444151,,,767,
3770,31154772,3-Cl-AHPC,SNRPA1,All,pancan,5.18329e-18,-0.305317,,,767,
3771,31154773,3-Cl-AHPC,SNRPB,All,pancan,7.04394e-10,-0.220229,,,767,
3772,31154774,3-Cl-AHPC,SNRPD1,All,pancan,1.61716e-25,-0.364535,,,767,
3773,31154775,3-Cl-AHPC,SNRPD3,All,pancan,6.24188e-09,-0.207836,,,767,
3774,31154776,3-Cl-AHPC,SNRPE,All,pancan,2.32448e-16,-0.290301,,,767,
3775,31154777,3-Cl-AHPC,SNRPF,All,pancan,2.67161e-19,-0.316448,,,767,
3776,31154778,3-Cl-AHPC,SNRPFP4,All,pancan,1.36138e-10,-0.229102,,,767,
3777,31154779,3-Cl-AHPC,SNRPGP14,All,pancan,4.76132e-12,-0.246148,,,767,
3778,31154780,3-Cl-AHPC,SNRPGP15,All,pancan,1.21112e-09,0.21722,,,767,
3779,31154781,3-Cl-AHPC,SNU13,All,pancan,2.57969e-09,-0.212946,,,767,
3780,31154782,3-Cl-AHPC,SNW1,All,pancan,4.55202e-14,-0.267848,,,767,
3781,31154783,3-Cl-AHPC,SNX5,All,pancan,1.16714e-10,-0.229914,,,767,
3782,31154784,3-Cl-AHPC,SNX7,All,pancan,1.05605e-14,0.274274,,,767,
3783,31154785,3-Cl-AHPC,SNX9,All,pancan,6.03796e-12,0.244982,,,767,
3784,31154786,3-Cl-AHPC,SNX12,All,pancan,1.19381e-08,0.204001,,,767,
3785,31154787,3-Cl-AHPC,SNX20,All,pancan,1.69135e-18,-0.309577,,,767,
3786,31154788,3-Cl-AHPC,SNX21,All,pancan,1.63627e-25,0.364499,,,767,
3787,31154789,3-Cl-AHPC,SNX24,All,pancan,8.77459e-20,0.320508,,,767,
3788,31154790,3-Cl-AHPC,SNX33,All,pancan,8.10372e-23,0.34468,,,767,
3789,31154791,3-Cl-AHPC,SOCS4,All,pancan,9.44398e-09,-0.205396,,,767,
3790,31154792,3-Cl-AHPC,SOCS6,All,pancan,1.03594e-11,0.242311,,,767,
3791,31154793,3-Cl-AHPC,SOD3,All,pancan,2.08145e-18,0.308793,,,767,
3792,31154794,3-Cl-AHPC,SON,All,pancan,1.47162e-10,-0.22869,,,767,
3793,31154795,3-Cl-AHPC,SORBS2,All,pancan,2.23997e-10,0.226453,,,767,
3794,31154796,3-Cl-AHPC,SORD,All,pancan,7.76174e-09,-0.206556,,,767,
3795,31154797,3-Cl-AHPC,SORT1,All,pancan,3.3228e-09,0.211496,,,767,
3796,31154798,3-Cl-AHPC,SOS1-IT1,All,pancan,3.23445e-13,-0.258943,,,767,
3797,31154799,3-Cl-AHPC,SOWAHB,All,pancan,3.04581e-12,0.248324,,,767,
3798,31154800,3-Cl-AHPC,SOWAHC,All,pancan,4.93092e-09,0.209212,,,767,
3799,31154801,3-Cl-AHPC,SOX1-OT,All,pancan,2.23324e-08,-0.200226,,,767,
3800,31154802,3-Cl-AHPC,SOX9,All,pancan,2.57879e-15,0.280317,,,767,
3801,31154803,3-Cl-AHPC,SOX9-AS1,All,pancan,2.74834e-10,0.225355,,,767,
3802,31154804,3-Cl-AHPC,SOX13,All,pancan,3.26669e-18,0.307082,,,767,
3803,31154805,3-Cl-AHPC,SP4,All,pancan,8.28038e-13,-0.254551,,,767,
3804,31154806,3-Cl-AHPC,SPA17P1,All,pancan,1.69711e-10,0.227933,,,767,
3805,31154807,3-Cl-AHPC,SPAAR,All,pancan,1.19983e-12,0.252795,,,767,
3806,31154808,3-Cl-AHPC,SPACA6,All,pancan,5.27324e-10,0.221819,,,767,
3807,31154809,3-Cl-AHPC,SPACA6P-AS,All,pancan,2.59858e-13,0.259954,,,767,
3808,31154810,3-Cl-AHPC,SPAG5-AS1,All,pancan,3.3635e-11,-0.23637,,,767,
3809,31154811,3-Cl-AHPC,SPAG9,All,pancan,1.26398e-08,0.20366,,,767,
3810,31154812,3-Cl-AHPC,SPAST,All,pancan,5.89039e-12,-0.245104,,,767,
3811,31154813,3-Cl-AHPC,SPATA5,All,pancan,1.06632e-09,-0.217931,,,767,
3812,31154814,3-Cl-AHPC,SPATA5L1,All,pancan,4.95986e-14,-0.267465,,,767,
3813,31154815,3-Cl-AHPC,SPATA12,All,pancan,1.39794e-14,0.273053,,,767,
3814,31154816,3-Cl-AHPC,SPATA20,All,pancan,6.57325e-15,0.276323,,,767,
3815,31154817,3-Cl-AHPC,SPATA24,All,pancan,2.46355e-11,-0.237957,,,767,
3816,31154818,3-Cl-AHPC,SPATS2L,All,pancan,3.40133e-18,0.306928,,,767,
3817,31154819,3-Cl-AHPC,SPC24,All,pancan,2.35471e-11,-0.238186,,,767,
3818,31154820,3-Cl-AHPC,SPEN,All,pancan,2.85841e-14,-0.269913,,,767,
3819,31154821,3-Cl-AHPC,SPI1,All,pancan,6.58595e-11,-0.232907,,,767,
3820,31154822,3-Cl-AHPC,SPIB,All,pancan,1.10971e-19,-0.319657,,,767,
3821,31154823,3-Cl-AHPC,SPIN4,All,pancan,2.20311e-10,-0.226542,,,767,
3822,31154824,3-Cl-AHPC,SPINDOC,All,pancan,1.0285e-08,-0.204889,,,767,
3823,31154825,3-Cl-AHPC,SPINK1,All,pancan,4.61839e-11,0.234743,,,767,
3824,31154826,3-Cl-AHPC,SPIRE1,All,pancan,2.24547e-11,0.238427,,,767,
3825,31154827,3-Cl-AHPC,SPN,All,pancan,1.39734e-15,-0.282898,,,767,
3826,31154828,3-Cl-AHPC,SPOCD1,All,pancan,3.48341e-14,0.269038,,,767,
3827,31154829,3-Cl-AHPC,SPOUT1,All,pancan,1.50658e-11,-0.240439,,,767,
3828,31154830,3-Cl-AHPC,SPPL2B,All,pancan,1.99541e-08,-0.20091,,,767,
3829,31154831,3-Cl-AHPC,SPR,All,pancan,1.35689e-09,0.216583,,,767,
3830,31154832,3-Cl-AHPC,SPRY4,All,pancan,4.30635e-09,0.209999,,,767,
3831,31154833,3-Cl-AHPC,SPRY4-AS1,All,pancan,1.11605e-11,0.24194,,,767,
3832,31154834,3-Cl-AHPC,SPRY4-IT1,All,pancan,1.99055e-09,0.214422,,,767,
3833,31154835,3-Cl-AHPC,SPSB1,All,pancan,5.05429e-11,0.234278,,,767,
3834,31154836,3-Cl-AHPC,SPSB2,All,pancan,4.47463e-09,0.209776,,,767,
3835,31154837,3-Cl-AHPC,SPTLC3,All,pancan,4.2587e-20,0.323112,,,767,
3836,31154838,3-Cl-AHPC,SQSTM1,All,pancan,1.00012e-24,0.35886,,,767,
3837,31154839,3-Cl-AHPC,SRBD1,All,pancan,2.27659e-09,-0.213659,,,767,
3838,31154840,3-Cl-AHPC,SRC,All,pancan,4.61044e-10,0.222553,,,767,
3839,31154841,3-Cl-AHPC,SRCAP,All,pancan,1.09792e-09,-0.217768,,,767,
3840,31154842,3-Cl-AHPC,SRD5A1,All,pancan,2.1051e-08,0.200585,,,767,
3841,31154843,3-Cl-AHPC,SREBF2,All,pancan,6.11227e-17,-0.295677,,,767,
3842,31154844,3-Cl-AHPC,SRF,All,pancan,8.66495e-09,-0.205906,,,767,
3843,31154845,3-Cl-AHPC,SRGAP1,All,pancan,1.96041e-16,0.290993,,,767,
3844,31154846,3-Cl-AHPC,SRP54-AS1,All,pancan,4.88763e-10,-0.222234,,,767,
3845,31154847,3-Cl-AHPC,SRP72,All,pancan,2.2891e-09,-0.213628,,,767,
3846,31154848,3-Cl-AHPC,SRPK1,All,pancan,3.26039e-20,-0.324068,,,767,
3847,31154849,3-Cl-AHPC,SRPX,All,pancan,1.55048e-13,0.262322,,,767,
3848,31154850,3-Cl-AHPC,SRPX2,All,pancan,5.69544e-21,0.330227,,,767,
3849,31154851,3-Cl-AHPC,SRRD,All,pancan,7.4358e-11,-0.232276,,,767,
3850,31154852,3-Cl-AHPC,SRRM1,All,pancan,1.10165e-14,-0.27409,,,767,
3851,31154853,3-Cl-AHPC,SRRM2,All,pancan,6.90016e-15,-0.276114,,,767,
3852,31154854,3-Cl-AHPC,SRRT,All,pancan,7.92059e-16,-0.285265,,,767,
3853,31154855,3-Cl-AHPC,SRSF1,All,pancan,3.18306e-25,-0.362439,,,767,
3854,31154856,3-Cl-AHPC,SRSF2,All,pancan,3.28503e-21,-0.332141,,,767,
3855,31154857,3-Cl-AHPC,SRSF3,All,pancan,1.2095e-25,-0.36543,,,767,
3856,31154858,3-Cl-AHPC,SRSF4,All,pancan,2.64735e-16,-0.289772,,,767,
3857,31154859,3-Cl-AHPC,SRSF5,All,pancan,1.56063e-14,-0.272573,,,767,
3858,31154860,3-Cl-AHPC,SRSF7,All,pancan,2.59134e-28,-0.383722,,,767,
3859,31154861,3-Cl-AHPC,SRSF9,All,pancan,1.15534e-09,-0.217483,,,767,
3860,31154862,3-Cl-AHPC,SRSF10,All,pancan,1.23698e-15,-0.283408,,,767,
3861,31154863,3-Cl-AHPC,SRSF11,All,pancan,2.2119e-15,-0.280966,,,767,
3862,31154864,3-Cl-AHPC,SS18L2,All,pancan,1.21018e-20,-0.327584,,,767,
3863,31154865,3-Cl-AHPC,SSBP3-AS1,All,pancan,1.84653e-08,-0.20138,,,767,
3864,31154866,3-Cl-AHPC,SSBP4,All,pancan,2.28118e-08,-0.200096,,,767,
3865,31154867,3-Cl-AHPC,SSH2,All,pancan,4.17564e-12,-0.246789,,,767,
3866,31154868,3-Cl-AHPC,SSH3,All,pancan,3.88831e-16,0.2882,,,767,
3867,31154869,3-Cl-AHPC,SSPN,All,pancan,1.55368e-14,0.272592,,,767,
3868,31154870,3-Cl-AHPC,SSRP1,All,pancan,8.71642e-23,-0.344438,,,767,
3869,31154871,3-Cl-AHPC,SSTR3,All,pancan,3.89196e-09,-0.210584,,,767,
3870,31154872,3-Cl-AHPC,DENND2B,All,pancan,2.8359e-16,0.289491,,,767,
3871,31154873,3-Cl-AHPC,ST6GALNAC2,All,pancan,2.09612e-17,0.299903,,,767,
3872,31154874,3-Cl-AHPC,ST8SIA4,All,pancan,7.99246e-16,-0.285227,,,767,
3873,31154875,3-Cl-AHPC,STAC3,All,pancan,1.27097e-20,-0.327411,,,767,
3874,31154876,3-Cl-AHPC,STAG2,All,pancan,1.08715e-09,-0.217823,,,767,
3875,31154877,3-Cl-AHPC,STAM2,All,pancan,1.71511e-10,0.227877,,,767,
3876,31154878,3-Cl-AHPC,STAP1,All,pancan,5.17582e-19,-0.314006,,,767,
3877,31154879,3-Cl-AHPC,STAP2,All,pancan,2.12282e-09,0.214057,,,767,
3878,31154880,3-Cl-AHPC,STAR,All,pancan,3.06875e-10,-0.224761,,,767,
3879,31154881,3-Cl-AHPC,STARD7,All,pancan,5.06851e-11,-0.234263,,,767,
3880,31154882,3-Cl-AHPC,STARD9,All,pancan,7.50108e-11,-0.23223,,,767,
3881,31154883,3-Cl-AHPC,STARD10,All,pancan,2.40446e-10,0.226073,,,767,
3882,31154884,3-Cl-AHPC,STARD13,All,pancan,2.94878e-12,0.24848,,,767,
3883,31154885,3-Cl-AHPC,STARD13-AS,All,pancan,2.88649e-15,0.279839,,,767,
3884,31154886,3-Cl-AHPC,STAT5B,All,pancan,5.82178e-16,-0.286539,,,767,
3885,31154887,3-Cl-AHPC,STAU1,All,pancan,1.63842e-08,0.202102,,,767,
3886,31154888,3-Cl-AHPC,STBD1,All,pancan,1.58935e-12,0.251454,,,767,
3887,31154889,3-Cl-AHPC,STEAP1,All,pancan,2.2358e-08,0.200219,,,767,
3888,31154890,3-Cl-AHPC,STEAP2,All,pancan,3.65895e-10,0.22381,,,767,
3889,31154891,3-Cl-AHPC,STIL,All,pancan,1.09161e-08,-0.204535,,,767,
3890,31154892,3-Cl-AHPC,STK4,All,pancan,4.53318e-10,-0.222645,,,767,
3891,31154893,3-Cl-AHPC,STK4-AS1,All,pancan,3.09533e-09,0.211903,,,767,
3892,31154894,3-Cl-AHPC,STK11,All,pancan,6.79267e-13,-0.255483,,,767,
3893,31154895,3-Cl-AHPC,STK26,All,pancan,1.70737e-18,-0.309541,,,767,
3894,31154896,3-Cl-AHPC,STK32A,All,pancan,1.91999e-10,0.227276,,,767,
3895,31154897,3-Cl-AHPC,STMN1,All,pancan,5.00134e-13,-0.256917,,,767,
3896,31154898,3-Cl-AHPC,STOML1,All,pancan,1.61596e-08,0.202185,,,767,
3897,31154899,3-Cl-AHPC,STOML2,All,pancan,2.43072e-09,-0.213286,,,767,
3898,31154900,3-Cl-AHPC,STRADA,All,pancan,1.66235e-15,-0.282169,,,767,
3899,31154901,3-Cl-AHPC,STRBP,All,pancan,9.03839e-19,-0.31193,,,767,
3900,31154902,3-Cl-AHPC,STRIP1,All,pancan,7.09037e-13,-0.255281,,,767,
3901,31154903,3-Cl-AHPC,STX3,All,pancan,6.77976e-12,0.244412,,,767,
3902,31154904,3-Cl-AHPC,STX18-AS1,All,pancan,3.7592e-17,-0.297605,,,767,
3903,31154905,3-Cl-AHPC,STYK1,All,pancan,2.27963e-11,0.23835,,,767,
3904,31154906,3-Cl-AHPC,SUCLG2-AS1,All,pancan,4.2777e-14,0.268125,,,767,
3905,31154907,3-Cl-AHPC,SUGP1,All,pancan,1.88932e-15,-0.28163,,,767,
3906,31154908,3-Cl-AHPC,SUGP2,All,pancan,8.36462e-15,-0.275283,,,767,
3907,31154909,3-Cl-AHPC,SUGT1,All,pancan,3.34259e-10,-0.224299,,,767,
3908,31154910,3-Cl-AHPC,SULT1C2,All,pancan,3.89471e-11,0.235619,,,767,
3909,31154911,3-Cl-AHPC,SUMF1,All,pancan,3.91751e-23,0.347075,,,767,
3910,31154912,3-Cl-AHPC,SUMO2P19,All,pancan,2.36451e-11,-0.238165,,,767,
3911,31154913,3-Cl-AHPC,SUPT16H,All,pancan,1.35822e-22,-0.342965,,,767,
3912,31154914,3-Cl-AHPC,SUPT20H,All,pancan,1.57193e-09,-0.215756,,,767,
3913,31154915,3-Cl-AHPC,SUPV3L1,All,pancan,5.35524e-12,-0.245572,,,767,
3914,31154916,3-Cl-AHPC,SURF6,All,pancan,2.60872e-09,-0.212882,,,767,
3915,31154917,3-Cl-AHPC,SUSD2,All,pancan,3.04334e-09,0.212,,,767,
3916,31154918,3-Cl-AHPC,SUV39H1,All,pancan,2.26984e-13,-0.260576,,,767,
3917,31154919,3-Cl-AHPC,SUV39H2,All,pancan,6.89307e-13,-0.255414,,,767,
3918,31154920,3-Cl-AHPC,SUZ12,All,pancan,4.63296e-19,-0.314417,,,767,
3919,31154921,3-Cl-AHPC,SUZ12P1,All,pancan,5.60687e-18,-0.305016,,,767,
3920,31154922,3-Cl-AHPC,SVIL,All,pancan,1.07794e-19,0.319763,,,767,
3921,31154923,3-Cl-AHPC,SWI5,All,pancan,4.11916e-12,0.246856,,,767,
3922,31154924,3-Cl-AHPC,SWSAP1,All,pancan,1.69117e-08,-0.201911,,,767,
3923,31154925,3-Cl-AHPC,SYAP1,All,pancan,1.43621e-10,0.228819,,,767,
3924,31154926,3-Cl-AHPC,SYCE2,All,pancan,9.42371e-10,-0.218618,,,767,
3925,31154927,3-Cl-AHPC,SYDE1,All,pancan,3.91284e-16,0.288174,,,767,
3926,31154928,3-Cl-AHPC,SYMPK,All,pancan,5.8271e-26,-0.367665,,,767,
3927,31154929,3-Cl-AHPC,SYNC,All,pancan,1.00399e-22,0.343969,,,767,
3928,31154930,3-Cl-AHPC,SYNCRIP,All,pancan,1.24457e-17,-0.301936,,,767,
3929,31154931,3-Cl-AHPC,SYNE1-AS1,All,pancan,1.27158e-11,0.241289,,,767,
3930,31154932,3-Cl-AHPC,SYNGAP1,All,pancan,1.21493e-10,-0.229703,,,767,
3931,31154933,3-Cl-AHPC,SYNPO,All,pancan,3.80544e-10,0.223597,,,767,
3932,31154934,3-Cl-AHPC,SYS1,All,pancan,1.98843e-12,0.250381,,,767,
3933,31154935,3-Cl-AHPC,SYT8,All,pancan,9.20981e-13,0.254048,,,767,
3934,31154936,3-Cl-AHPC,SYT13,All,pancan,3.06298e-09,0.211963,,,767,
3935,31154937,3-Cl-AHPC,SYTL2,All,pancan,4.13815e-29,0.388964,,,767,
3936,31154938,3-Cl-AHPC,SYTL4,All,pancan,6.48751e-11,0.232985,,,767,
3937,31154939,3-Cl-AHPC,SYTL5,All,pancan,1.25017e-12,0.252599,,,767,
3938,31154940,3-Cl-AHPC,TAB1,All,pancan,2.95293e-13,-0.259364,,,767,
3939,31154941,3-Cl-AHPC,TACC3,All,pancan,5.48735e-16,-0.286783,,,767,
3940,31154942,3-Cl-AHPC,TACR2,All,pancan,3.39517e-11,0.236322,,,767,
3941,31154943,3-Cl-AHPC,TADA1,All,pancan,1.60939e-25,-0.36455,,,767,
3942,31154944,3-Cl-AHPC,TADA2A,All,pancan,3.7609e-22,-0.339551,,,767,
3943,31154945,3-Cl-AHPC,TAF1,All,pancan,2.55888e-10,-0.225739,,,767,
3944,31154946,3-Cl-AHPC,TAF3,All,pancan,8.0726e-13,-0.25467,,,767,
3945,31154947,3-Cl-AHPC,TAF4B,All,pancan,4.7894e-25,-0.361167,,,767,
3946,31154948,3-Cl-AHPC,TAF5,All,pancan,9.60012e-33,-0.411751,,,767,
3947,31154949,3-Cl-AHPC,TAF5L,All,pancan,1.68391e-18,-0.309593,,,767,
3948,31154950,3-Cl-AHPC,TAF6L,All,pancan,7.29941e-11,-0.232372,,,767,
3949,31154951,3-Cl-AHPC,TAF8,All,pancan,9.23604e-14,-0.264673,,,767,
3950,31154952,3-Cl-AHPC,TAF11,All,pancan,5.88276e-09,-0.208183,,,767,
3951,31154953,3-Cl-AHPC,TAF13,All,pancan,2.34502e-10,0.226207,,,767,
3952,31154954,3-Cl-AHPC,TAF15,All,pancan,7.5366e-15,-0.275733,,,767,
3953,31154955,3-Cl-AHPC,TAGAP,All,pancan,1.14082e-11,-0.241831,,,767,
3954,31154956,3-Cl-AHPC,TANC1,All,pancan,9.49599e-13,0.253904,,,767,
3955,31154957,3-Cl-AHPC,TARBP1,All,pancan,2.68793e-11,-0.237514,,,767,
3956,31154958,3-Cl-AHPC,TARDBP,All,pancan,1.09675e-14,-0.27411,,,767,
3957,31154959,3-Cl-AHPC,TARS2,All,pancan,3.07438e-12,-0.248278,,,767,
3958,31154960,3-Cl-AHPC,TATDN2,All,pancan,2.63032e-10,-0.225591,,,767,
3959,31154961,3-Cl-AHPC,TATDN3,All,pancan,1.39287e-18,-0.310308,,,767,
3960,31154962,3-Cl-AHPC,TAX1BP1,All,pancan,1.84056e-18,0.309258,,,767,
3961,31154963,3-Cl-AHPC,TAX1BP3,All,pancan,7.8959e-17,0.294655,,,767,
3962,31154964,3-Cl-AHPC,TBC1D2,All,pancan,5.25153e-17,0.29628,,,767,
3963,31154965,3-Cl-AHPC,TBC1D8B,All,pancan,1.98168e-10,0.227108,,,767,
3964,31154966,3-Cl-AHPC,TBC1D9,All,pancan,6.38219e-11,0.23307,,,767,
3965,31154967,3-Cl-AHPC,TBC1D10A,All,pancan,1.62517e-08,0.202151,,,767,
3966,31154968,3-Cl-AHPC,TBC1D24,All,pancan,5.14693e-11,-0.234184,,,767,
3967,31154969,3-Cl-AHPC,TBC1D31,All,pancan,1.87874e-12,-0.250653,,,767,
3968,31154970,3-Cl-AHPC,TBL3,All,pancan,6.57681e-09,-0.20753,,,767,
3969,31154971,3-Cl-AHPC,TBP,All,pancan,5.34839e-17,-0.296208,,,767,
3970,31154972,3-Cl-AHPC,TBPL1,All,pancan,6.89704e-11,-0.232667,,,767,
3971,31154973,3-Cl-AHPC,TBX2,All,pancan,8.43855e-12,0.24333,,,767,
3972,31154974,3-Cl-AHPC,TBX2-AS1,All,pancan,9.4852e-10,0.218582,,,767,
3973,31154975,3-Cl-AHPC,TBX21,All,pancan,5.51526e-09,-0.20856,,,767,
3974,31154976,3-Cl-AHPC,TCEAL1,All,pancan,8.62579e-11,0.231501,,,767,
3975,31154977,3-Cl-AHPC,TCEAL3,All,pancan,1.13002e-10,0.230084,,,767,
3976,31154978,3-Cl-AHPC,TCEAL4,All,pancan,4.68069e-14,0.267724,,,767,
3977,31154979,3-Cl-AHPC,TCEAL9,All,pancan,2.85486e-11,0.237207,,,767,
3978,31154980,3-Cl-AHPC,TCEANC2,All,pancan,2.63667e-14,-0.27027,,,767,
3979,31154981,3-Cl-AHPC,TCERG1,All,pancan,3.12429e-23,-0.347817,,,767,
3980,31154982,3-Cl-AHPC,TCF3,All,pancan,2.40604e-24,-0.356085,,,767,
3981,31154983,3-Cl-AHPC,TCF4,All,pancan,3.76833e-15,-0.278705,,,767,
3982,31154984,3-Cl-AHPC,TCF20,All,pancan,1.59755e-10,-0.228254,,,767,
3983,31154985,3-Cl-AHPC,TCF21,All,pancan,8.22326e-09,0.206215,,,767,
3984,31154986,3-Cl-AHPC,TCHP,All,pancan,4.97604e-16,-0.287186,,,767,
3985,31154987,3-Cl-AHPC,TCIM,All,pancan,6.04755e-16,0.286382,,,767,
3986,31154988,3-Cl-AHPC,TCOF1,All,pancan,1.157e-11,-0.24176,,,767,
3987,31154989,3-Cl-AHPC,TCP1,All,pancan,5.2054e-12,-0.245711,,,767,
3988,31154990,3-Cl-AHPC,DYNLT4,All,pancan,2.60779e-16,0.289833,,,767,
3989,31154991,3-Cl-AHPC,TCTN2,All,pancan,1.70645e-08,0.201856,,,767,
3990,31154992,3-Cl-AHPC,TDG,All,pancan,2.98166e-17,-0.298519,,,767,
3991,31154993,3-Cl-AHPC,TDP1,All,pancan,6.36067e-25,-0.360281,,,767,
3992,31154994,3-Cl-AHPC,TEAD1,All,pancan,1.13875e-17,0.302281,,,767,
3993,31154995,3-Cl-AHPC,TEAD3,All,pancan,1.6788e-16,0.291622,,,767,
3994,31154996,3-Cl-AHPC,TEDC2,All,pancan,5.47517e-15,-0.277108,,,767,
3995,31154997,3-Cl-AHPC,TELO2,All,pancan,1.78137e-08,-0.201597,,,767,
3996,31154998,3-Cl-AHPC,TERF2,All,pancan,1.09166e-19,-0.319717,,,767,
3997,31154999,3-Cl-AHPC,TERF2IP,All,pancan,7.57598e-09,-0.206698,,,767,
3998,31155000,3-Cl-AHPC,TERT,All,pancan,2.5421e-13,-0.260055,,,767,
3999,31155001,3-Cl-AHPC,TESPA1,All,pancan,4.63697e-15,-0.27782,,,767,
4000,31155002,3-Cl-AHPC,TET3,All,pancan,3.91515e-15,-0.278543,,,767,
4001,31155003,3-Cl-AHPC,TEX10,All,pancan,9.17869e-14,-0.264701,,,767,
4002,31155004,3-Cl-AHPC,TEX19,All,pancan,1.5533e-10,-0.228403,,,767,
4003,31155005,3-Cl-AHPC,TEX21P,All,pancan,1.68766e-09,-0.215355,,,767,
4004,31155006,3-Cl-AHPC,TEX22,All,pancan,1.50987e-09,-0.215983,,,767,
4005,31155007,3-Cl-AHPC,TFAM,All,pancan,4.05012e-12,-0.246938,,,767,
4006,31155008,3-Cl-AHPC,TFAP2A,All,pancan,4.51779e-13,0.257391,,,767,
4007,31155009,3-Cl-AHPC,TFAP2C,All,pancan,6.7585e-11,0.232773,,,767,
4008,31155010,3-Cl-AHPC,TFAP4,All,pancan,5.81044e-30,-0.394471,,,767,
4009,31155011,3-Cl-AHPC,TFDP1,All,pancan,6.21239e-14,-0.266458,,,767,
4010,31155012,3-Cl-AHPC,TFG,All,pancan,1.64306e-08,0.202085,,,767,
4011,31155013,3-Cl-AHPC,TFIP11,All,pancan,1.52927e-09,-0.215911,,,767,
4012,31155014,3-Cl-AHPC,TFPI,All,pancan,3.29828e-10,0.224371,,,767,
4013,31155015,3-Cl-AHPC,TFPI2,All,pancan,2.7759e-09,0.212527,,,767,
4014,31155016,3-Cl-AHPC,TGDS,All,pancan,2.66746e-09,-0.212755,,,767,
4015,31155017,3-Cl-AHPC,TGFA,All,pancan,3.74765e-16,0.288351,,,767,
4016,31155018,3-Cl-AHPC,TGFB1I1,All,pancan,2.13738e-11,0.238676,,,767,
4017,31155019,3-Cl-AHPC,TGFB2,All,pancan,3.42653e-18,0.3069,,,767,
4018,31155020,3-Cl-AHPC,TGFB2-AS1,All,pancan,5.42715e-15,0.277146,,,767,
4019,31155021,3-Cl-AHPC,TGFBI,All,pancan,1.46248e-17,0.301309,,,767,
4020,31155022,3-Cl-AHPC,TGFBR2,All,pancan,1.79023e-13,0.261665,,,767,
4021,31155023,3-Cl-AHPC,TGFBR3,All,pancan,2.32577e-09,0.213537,,,767,
4022,31155024,3-Cl-AHPC,TGIF1,All,pancan,5.13762e-09,0.208973,,,767,
4023,31155025,3-Cl-AHPC,TGIF2,All,pancan,2.76485e-17,-0.298816,,,767,
4024,31155026,3-Cl-AHPC,TGIF2-RAB5IF,All,pancan,2.87277e-10,-0.225117,,,767,
4025,31155027,3-Cl-AHPC,TGM2,All,pancan,2.58369e-15,0.280309,,,767,
4026,31155028,3-Cl-AHPC,TGS1,All,pancan,6.46016e-22,-0.33772,,,767,
4027,31155029,3-Cl-AHPC,THAP1,All,pancan,1.46451e-08,-0.202777,,,767,
4028,31155030,3-Cl-AHPC,THAP11,All,pancan,1.40401e-16,-0.292344,,,767,
4029,31155031,3-Cl-AHPC,THAP12,All,pancan,1.03034e-08,-0.204879,,,767,
4030,31155032,3-Cl-AHPC,THAP12P8,All,pancan,1.36563e-11,0.240932,,,767,
4031,31155033,3-Cl-AHPC,THBS1,All,pancan,9.10142e-26,0.366302,,,767,
4032,31155034,3-Cl-AHPC,THNSL2,All,pancan,7.66296e-11,0.232119,,,767,
4033,31155035,3-Cl-AHPC,THOC1,All,pancan,6.48553e-22,-0.337707,,,767,
4034,31155036,3-Cl-AHPC,THOC2,All,pancan,7.28006e-09,-0.206933,,,767,
4035,31155037,3-Cl-AHPC,THOC6,All,pancan,5.83194e-13,-0.256198,,,767,
4036,31155038,3-Cl-AHPC,THOP1,All,pancan,5.29285e-20,-0.322332,,,767,
4037,31155039,3-Cl-AHPC,THRAP3,All,pancan,2.94846e-17,-0.298563,,,767,
4038,31155040,3-Cl-AHPC,THRB,All,pancan,1.82993e-16,0.291272,,,767,
4039,31155041,3-Cl-AHPC,THRB-AS1,All,pancan,3.29246e-12,0.247946,,,767,
4040,31155042,3-Cl-AHPC,THSD4,All,pancan,8.81051e-20,0.320494,,,767,
4041,31155043,3-Cl-AHPC,THUMPD2,All,pancan,1.931e-19,-0.317638,,,767,
4042,31155044,3-Cl-AHPC,THYN1,All,pancan,2.44937e-12,-0.249377,,,767,
4043,31155045,3-Cl-AHPC,TIA1,All,pancan,7.66804e-09,-0.206627,,,767,
4044,31155046,3-Cl-AHPC,TIAL1,All,pancan,9.16282e-11,-0.231185,,,767,
4045,31155047,3-Cl-AHPC,TICRR,All,pancan,3.32762e-17,-0.298086,,,767,
4046,31155048,3-Cl-AHPC,TIFA,All,pancan,6.42845e-19,-0.313201,,,767,
4047,31155049,3-Cl-AHPC,TIFAB,All,pancan,4.84143e-10,-0.222286,,,767,
4048,31155050,3-Cl-AHPC,TIGD1,All,pancan,3.57464e-09,-0.211075,,,767,
4049,31155051,3-Cl-AHPC,TIMELESS,All,pancan,4.599e-16,-0.287511,,,767,
4050,31155052,3-Cl-AHPC,TIMM8A,All,pancan,1.06423e-09,-0.217942,,,767,
4051,31155053,3-Cl-AHPC,TIMM9,All,pancan,7.1952e-13,-0.255212,,,767,
